symbol	globalScore	otGeneticsPortal	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
MAPT	0.6622605095486499	0.15162149065029704	No data	0.8586203480353932	0.8274613634158176	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3339907840545581	No data	0.34910426052847343	0.5	1	1	1	1	0	0	1	-0.41185663679933315	-0.8346783241376273	0	No data	No data	0	0.5	0
PSAP	0.6394890650279293	No data	No data	0.6839221473130737	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.865457038266544	No data	No data	No data	No data	No data	0.2595227061104901	No data	0.5503205097676108	No data	0	0	0	1	1	0	No data	-0.7789122733902897	-0.9505813025548165	0	No data	No data	0	-1	-1
UCHL1	0.6388037232960774	No data	No data	0.42026026873359396	0.3039653988058105	No data	0.607930797611621	0.8274613634158176	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.37588954277834524	No data	0.4447321971669464	No data	0	0	1	1	0	0.7533650000000002	1	-0.874869764534278	-0.7268675840143076	0	No data	No data	0	0.75	0
ADRA2B	0.6354927226536258	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9125434344060075	0.5284734430464738	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	1	0	0	1	1	0	0.12222000000000008	1	No data	-0.8410782060696528	0	-1	No data	0	-1	0
DRD2	0.6309239170692598	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9963700983673087	No data	No data	No data	No data	No data	No data	0.29130439859157997	No data	0.6995681224362895	1	1	0	1	1	0	0.7855550000000001	1	-0.5752240050010419	-0.9552199751574719	0	-1	No data	0	0.75	0
EIF4G1	0.6249519207657771	No data	No data	0.4404346335652449	0.432728519133272	No data	No data	0.865457038266544	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3481449514953158	No data	No data	No data	0	0	0	0	0	0.5622250000000001	No data	-0.992290060429256	-0.8312642013182342	-1	No data	No data	0	0.5	-1
DDC	0.6217677111779684	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.996438429742527	No data	No data	No data	No data	No data	No data	0.19129111997284692	0.026215468628470927	0.43487270518635895	1	0	0	0	0	1	0.46875	No data	0.0039591581579496715	-0.9099924973192608	0	-1	No data	0	0.5	0
DRD3	0.6115018698114338	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9976705375298948	No data	No data	No data	No data	No data	No data	0.1640721015241727	No data	No data	1	1	0	1	1	0	0.5125	1	-0.12908939362367156	-0.9035566226659605	0	-1	No data	0	1	1
MAOB	0.6104390993229996	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9899841352805767	No data	No data	No data	No data	No data	No data	0.28283661143023503	No data	No data	1	0	0	1	1	1	0.4326900000000002	0	-0.9425922067097312	-0.20744991348439518	0	-1	No data	-0.3076924999999999	0.5	0
GRIN2A	0.6098444317245469	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9945124961064399	No data	No data	No data	No data	No data	No data	0.1727057340229845	No data	No data	1	0	0	1	1	0	0.7643450000000002	1	-0.9013336111689936	-0.32209325976066877	0	-1	-1	0	1	0.5
DRD4	0.6089074355855197	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.996134267991645	No data	No data	No data	No data	No data	No data	0.10944454632535507	No data	No data	1	1	0	1	1	0	0	1	0.8782037924567618	-0.2716150181121571	0	-1	No data	0	-1	0
GRIN2B	0.6085880518933106	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9945124961064399	No data	No data	No data	No data	No data	No data	0.1313727455916609	No data	No data	1	1	0	1	1	0	0.9258749999999999	0	-0.9961450302146281	-0.9036682871607882	0	-1	No data	0	1	1
ATM	0.608508078880864	No data	0.8779611014821189	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.48933457333144165	No data	No data	No data	No data	No data	0.029467756717563298	No data	No data	No data	0	0	1	1	0	0.20974999999999966	1	-0.24598874765576162	-0.9367295202318956	0	-1	-1	0	-1	-1
GRIN2D	0.6081671850280019	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9945031404462734	No data	No data	No data	No data	No data	No data	0.1177139780808702	No data	No data	1	1	0	1	1	0	0.8315849999999998	No data	-0.9263388205876224	-0.6130568318585405	0	-1	No data	0	0.5	0.5
ACHE	0.6070145795273503	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9629384468143432	No data	No data	No data	No data	No data	No data	0.33548536963323367	No data	0.561984271440367	1	0	0	1	1	1	0.4218249999999998	0	-0.8797666180454261	-0.9157987311272503	0	-1	No data	0	0.75	0
GRIN2C	0.6069400259188427	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9945031404462734	No data	No data	No data	No data	No data	No data	0.07734230702947845	No data	No data	1	1	0	1	1	0	0.4160600000000002	No data	-0.24005001041883722	-0.17077894484562928	0	-1	No data	0	1	0.5
COMT	0.6068831568155274	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9841645051736286	No data	No data	No data	No data	No data	No data	0.28224410534825095	No data	No data	1	0	0	1	1	0	0	No data	0.7577620337570328	-0.8295541798049546	0	-1	No data	0	-1	-1
GRIN3A	0.604589087398765	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9945031404462734	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.6681600000000003	No data	-0.6444050843925817	0	0	-1	No data	0	1	0.5
GRIN3B	0.604589087398765	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9945031404462734	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0	No data	0.08533027714107111	-0.2780626372451733	0	-1	No data	0	0.5	0.5
SCN2A	0.5909568556339774	0.5218660516158062	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8416126414268881	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.9027450000000001	1	-0.9605126067930819	-0.7880557324349885	0	No data	No data	-0.6907724999999999	1	0.5
DRD1	0.5877399268262614	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8120534421297112	0.607930797611621	No data	No data	No data	No data	No data	0.1238134131410819	No data	No data	1	1	0	1	1	0	0.5515700000000002	No data	-0.7457803709106063	-0.8083425998919627	0	-1	No data	0	0.75	0.5
BCHE	0.5827886102551132	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9467999147105544	No data	No data	No data	No data	No data	No data	0.23686192424522123	No data	No data	1	0	1	1	1	1	0	No data	0.47957907897478647	-0.43428573990479	0	-1	No data	0	1	0
HTR2A	0.5799112282398993	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9484657856472396	No data	No data	No data	No data	No data	No data	0.10888300698180699	No data	No data	1	1	0	1	1	0	0.5753700000000002	1	-0.4718691394040425	-0.17439265309339924	0	-1	No data	0	1	0.5
BRCA2	0.5778410736958878	No data	0.9498967581670751	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0	No data	-0.3404876015836633	-0.9473775417672009	0	No data	-1	No data	0.5	0.5
ADORA2A	0.5732323916817492	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9303864830574885	No data	No data	No data	No data	No data	No data	0.2507454789092124	No data	No data	1	1	0	1	1	1	0.05339999999999989	1	-0.43217336945196916	-0.9334400628290531	0	-1	No data	0	0.75	0
CHCHD2	0.5715343443888943	No data	No data	0.7568738430264683	0.7176960805137194	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17247307451861263	No data	No data	No data	0	0	0	0	0	0.3377499999999998	No data	0.9279016461762868	-0.7626780385715765	0	No data	No data	0	-1	-1
CHRM3	0.5671478963622137	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9322886760422815	No data	No data	No data	No data	No data	No data	No data	0.012530963492681294	No data	1	1	0	1	1	0	0.5762700000000003	0	-0.8253802875599083	-0.8246927807968057	0	-1	No data	0	0.5	0
SLC6A2	0.5660864860355401	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9268415072276084	No data	No data	No data	No data	No data	No data	0.08655555196214629	No data	No data	1	0	0	1	1	0	0.7082650000000001	0	-0.527714107105647	-0.8541480885180219	0	-1	No data	-0.1693674999999999	0.5	0.5
CHRM2	0.5651511848230546	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9285669064556789	No data	No data	No data	No data	No data	No data	0.021277577916406734	No data	No data	1	1	0	1	1	0	0.8175950000000001	0	-0.23577828714315485	-0.7505619177015255	0	-1	No data	0	0.5	0.5
ADRB1	0.5648852324366372	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9273695214775974	No data	No data	No data	No data	No data	No data	0.03647584785669726	No data	No data	1	1	0	1	1	0	0.4549250000000001	0	0.644613461137737	-0.5294145467853534	0	-1	No data	0	0.5	0
ADRB3	0.563054156126727	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7810222052649298	0.5752326791479128	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	1	1	0	1	1	0	0	1	0.7413002708897687	-0.10006653173107727	0	-1	No data	0	0.5	0.5
DNAJC13	0.5621677698046508	No data	No data	0.7049464207304756	No data	No data	0.3039653988058105	0.432728519133272	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08942375713418742	No data	No data	No data	0	0	0	0	0	0.8328150000000001	No data	-0.8897687018128777	-0.6074201684274155	0	No data	No data	0	-1	-1
NDUFV2	0.5613907685926302	No data	No data	0.18237923928348632	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	0.8628203253537947	No data	No data	No data	No data	No data	0.12163821900757067	No data	No data	1	0	0	0	0	0	0.6184750000000001	No data	-0.09491560741821214	-0.4025761376112691	0	No data	No data	No data	0.5	-1
SLC6A3	0.559214391139862	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7940194448272084	0.47462246124321905	No data	No data	No data	No data	No data	0.3073606046100455	0.028793179663368567	No data	1	0	0	1	1	0	0.6532249999999997	0	-0.8223588247551573	-0.8776254505243005	0	-1	No data	-0.16129	1	1
GABRP	0.5581294273712418	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.655636478257533	0.754171407962707	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	0	0	0.636365	No data	0.5429256095019797	No data	0	No data	No data	0	0.5	-1
ADRA2C	0.5556872075704039	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9125434344060075	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	1	1	0	1	1	0	0.5562750000000001	0	-0.3704938528860179	-0.05377051238253633	0	-1	No data	0	0.5	0
ADRA2A	0.5547632579336922	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9125434344060075	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.6236550000000001	0	0.3796624296728486	-0.7860525957530664	0	-1	No data	0	0.5	0
NDUFA8	0.5447812380193996	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	0.865457038266544	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	1	0	0	0	0	0	0.33139499999999983	No data	-0.2280683475724109	-0.7949118377832661	0	No data	No data	No data	0.5	-1
NDUFS5	0.5443903182839638	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	0.8648140049855001	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	1	0	0	0	0	0	0	No data	0.5003125651177329	0	0	No data	No data	No data	-1	-1
HTR2C	0.5440058723171108	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7734230702947845	0.48342701495223667	No data	No data	No data	No data	No data	0.025583754399489053	No data	No data	1	1	0	1	1	0	0.5305700000000002	1	-0.053657011877474514	-0.9010662474293912	0	-1	No data	0	0.75	0.5
NDUFS1	0.5402937599130234	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	0.8569595677406294	No data	No data	No data	No data	No data	0.04998542113695551	0.02202512946286224	No data	1	0	0	0	0	0	0.7042650000000001	No data	-0.12794332152531773	-0.6619183181372434	0	No data	No data	0	0.5	-1
TMEM175	0.5379162000445254	0.7286438902790534	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18921211855787046	No data	No data	No data	0	0	0	0	0	0.03770000000000025	No data	0.27214002917274427	-0.29793727552881316	0	No data	No data	No data	-1	-1
SCN3A	0.5344572237985608	0.14903486904551774	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8416126414268881	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	1	1	0	1	1	0	0.7375	No data	-0.9175869972911023	-0.45806794162493086	0	No data	No data	-0.68875	0.5	0.5
SCN8A	0.5331009793656457	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8416126414268881	No data	No data	No data	No data	No data	No data	0.06535256074324927	No data	0.6769142098211623	1	1	0	1	1	0	0.9318199999999998	No data	-0.9578037091060637	-0.9487970238105026	0	No data	No data	-0.4217175000000001	0.75	0.5
SMPD1	0.5286361489798241	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8476183448053145	No data	No data	No data	No data	No data	0.19232600266975614	No data	0.3534813622712771	No data	0	1	1	1	0	0.11251999999999995	No data	0.21546155449051896	-0.8627435483176571	0	No data	No data	0	-1	-1
AXL	0.527703568900844	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.865457038266544	No data	No data	No data	No data	No data	0.05150524813098457	No data	No data	1	1	0	1	1	0	0.36241500000000004	No data	-0.5769952073348614	No data	0	-1	No data	0	-1	-1
NDUFS2	0.5276162677427232	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	0.8367191092120806	No data	No data	No data	No data	No data	0.034787151196664985	No data	No data	1	0	0	0	1	0	0.6220300000000002	0	-0.4236299229006043	-0.6344790290512203	0	No data	No data	No data	0.5	-1
CDKN1A	0.5268771472813407	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.865457038266544	No data	No data	No data	No data	No data	0.024317231904464845	No data	No data	No data	0	0	0	1	0	0	No data	0.5206292977703688	-0.9393108699199018	0	-1	No data	0	-1	-1
PLK1	0.5267847523176696	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.865457038266544	No data	No data	No data	No data	No data	0.021277577916406734	No data	No data	0.75	0	0	1	1	1	0.7512450000000002	1	-0.7414044592623463	-0.5418692114809672	-1	-1	No data	0	0.5	0
GSK3B	0.5267419331518257	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07599134970145263	0.8434018784372057	No data	No data	No data	No data	No data	0.18228451605184232	No data	No data	1	0	0	1	1	1	0.9523800000000001	1	-0.711294019587414	-0.926888883772421	0	-1	No data	-0.41071500000000005	-1	-1
SCN1A	0.5266510609032236	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8416126414268881	No data	No data	No data	No data	No data	No data	No data	0.009415198192735836	0.48958273767622235	1	1	0	1	1	0	0.9079149999999998	No data	-0.9937486976453428	-0.9660827336174976	0	-1	No data	-0.6864100000000001	0.5	0.5
CDK4	0.5261379875719714	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.865457038266544	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	1	0.7359749999999998	1	-0.3299645759533236	-0.8662472832343582	-1	No data	-1	-0.24917499999999998	-1	-1
AURKB	0.5261379875719714	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.865457038266544	No data	No data	No data	No data	No data	No data	No data	No data	0.75	0	0	1	1	0	0.2296500000000002	1	-0.21973327776620133	-0.6184004870598564	-1	-1	No data	-0.20058250000000016	0.5	0
LSM6	0.5261379875719714	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.865457038266544	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	1	No data	-0.5665763700770994	No data	-1	No data	No data	0	-1	-1
RIOK2	0.5244154453403582	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8626235870935149	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	1	1	0	0.13043499999999994	No data	-0.26443008960200043	-0.5208529541661028	-1	No data	No data	0	-1	-1
CDKN1C	0.5238109398045453	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.860109394395054	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0	No data	-0.45884559283184	-0.9373666468346259	0	No data	No data	0	0.5	0
NDUFA9	0.519568922571362	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	0.8234818374650712	No data	No data	No data	No data	No data	0.034787151196664985	No data	No data	1	0	0	0	0	0	0	No data	-0.33225672015003127	-0.4025761376112691	0	No data	No data	No data	-1	-1
BRCA1	0.5186010764422792	No data	0.8508969035849469	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.043249763485863096	No data	No data	No data	0	0	0	1	0	0	No data	0.0032298395499061883	-0.9488070609094501	0	No data	-1	No data	-1	-1
CAMLG	0.5178967290861335	0.15590707641817533	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.812924024737116	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.44256499999999976	No data	0.1370077099395708	-0.022060910089015118	-1	No data	No data	No data	-1	-1
ATP6V1B2	0.5174172760263839	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8511121299647298	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	1	0	0.9510750000000001	No data	-0.7743279849968744	-0.8303129132494288	-1	No data	No data	-0.6232875	-1	-1
HMGCR	0.516410770458789	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1587374860430344	0.8055170742702947	No data	No data	No data	No data	No data	0.19147765284327198	No data	No data	1	0	0	1	1	1	0.6734250000000003	1	-0.8118357991248177	-0.30744733073070546	-1	-1	No data	No data	0.5	-1
CDK1	0.5138781037287148	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.841870849538829	No data	No data	No data	No data	No data	0.06839221473130737	No data	No data	0.75	0	0	1	1	0	0.8484850000000002	1	-0.8803917482808918	No data	-1	-1	No data	-0.1329975000000001	0.5	0
NDUFAB1	0.5135805154363116	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	0.8136276097869971	No data	No data	No data	No data	No data	0.03495602086266821	No data	No data	1	0	0	0	0	0	0.29487000000000024	No data	-0.19733277766201296	No data	-1	No data	No data	0	0.5	-1
NDUFB7	0.5130737781481098	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	0.8133006744240491	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	1	0	0	0	0	0	0.12409000000000034	No data	0.7294227964159199	No data	0	No data	No data	No data	-1	-1
SCN5A	0.5125661940193831	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8416126414268881	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	1	1	0	1	1	0	0.7146399999999999	No data	-0.7443217336945197	-0.976716866412147	0	-1	No data	-0.09925499999999995	1	0.5
SCN9A	0.5121966141646983	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8416126414268881	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	1	1	0	1	1	0	0.660465	1	-0.24901021046051264	-0.8488954393501088	0	No data	No data	-0.4567399999999999	0.5	0
SCN7A	0.512011824237356	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8416126414268881	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	1	1	0	1	1	0	0	No data	-0.15565742863096477	No data	0	No data	No data	0	0.5	0
